insee_1,year_test,predicted_drought,latitude_1,longitude_1,decision_1
59662,2011,1,50.85032609355046,2.563730097213605,1
59657,2011,1,50.92541005009021,2.5087826881637563,0
59656,2011,1,50.76204614060948,3.050897760367492,0
59655,2011,1,50.815277484900456,2.441433938341969,1
59654,2011,0,50.38421863327629,3.111884760674764,0
59663,2011,1,50.877855728635225,2.478605171285577,0
59652,2011,1,50.27078777500538,3.282125358206722,0
60185,2011,1,49.209938581444376,2.320076982711374,0
59647,2011,1,50.8338041909623,2.225886517943263,0
59647,2011,1,50.8338041909623,2.225886517943263,1
59650,2011,1,50.70563672849159,3.216282210564674,0
59647,2011,1,50.8338041909623,2.225886517943263,0
59647,2011,1,50.8338041909623,2.225886517943263,1
59648,2011,0,50.58649281590392,3.041938035972715,0
59649,2011,0,50.20035444447694,4.002356767781023,0
59646,2011,1,50.67509847508899,3.128580170958217,0
59664,2011,1,50.82843248808601,2.253134395799139,0
59665,2011,1,50.91116793005966,2.487358930807514,0
59666,2011,1,50.88330520860836,2.384587094004383,0
60057,2011,0,49.43655233214929,2.086161236609623,0
60057,2011,0,49.43655233214929,2.086161236609623,1
60054,2011,0,49.32549129424479,2.00355965034942,0
6005,2011,0,43.919342299955744,7.015506847549632,0
60042,2011,1,49.34926896643144,2.466203862021587,0
6004,2011,1,43.587465146010906,7.106354182559229,0
60035,2011,0,49.64960552443382,2.8640323340676543,0
60031,2011,1,49.17928887290279,3.0634960270225102,0
6003,2011,0,43.77698567783881,6.823186472571354,0
60022,2011,1,49.22864524628498,2.513578988901882,0
60012,2011,1,49.25757318404997,2.168349977774365,0
60003,2011,0,49.52010683632338,2.166365363848403,0
59669,2011,1,50.79182407118888,2.4233016281897672,0
59669,2011,1,50.79182407118888,2.4233016281897672,1
59669,2011,1,50.79182407118888,2.4233016281897672,0
59669,2011,1,50.79182407118888,2.4233016281897672,1
59668,2011,1,51.06377209002622,2.487632798822885,0
59667,2011,1,50.83219323534853,2.458952989695604,0
6006,2011,0,43.77507317422641,7.244757711988126,0
60193,2011,1,49.701294681017615,1.922807135571234,0
60477,2011,0,49.417082292196376,1.919045434959465,0
60199,2011,0,49.628530566554126,2.164655102428598,0
6046,2011,0,43.75942341873688,7.222632498489938,0
60449,2011,0,49.5092235215553,2.653703980928039,0
60443,2011,0,49.648501511380935,3.001995570713946,0
60441,2011,0,49.40717004375199,2.642884037545488,0
6044,2011,1,43.68717013868209,7.097736438327615,0
6043,2011,0,43.86649017855749,7.299133492224437,0
60462,2011,1,49.31856544731031,2.193632623415065,0
60428,2011,0,49.44929392107098,2.01420488112231,0
60409,2011,1,49.29682800541386,2.468472736968118,0
60407,2011,0,49.65249296779028,1.7883994929063132,0
60402,2011,1,49.36752430577003,2.745179434608418,0
60398,2011,1,49.17552884666746,2.281959914661576,0
60395,2011,1,49.24537224826513,2.135411075989817,0
60392,2011,0,49.48934418403736,2.850045844551405,0
60414,2011,1,49.26326459477684,2.431357243343363,0
60391,2011,1,49.251911057765966,2.367116808553459,0
60391,2011,1,49.251911057765966,2.367116808553459,1
60463,2011,1,49.27615080663181,2.464171836320204,0
60483,2011,0,49.5744800614568,2.7103170566823263,0
60538,2011,0,49.56068083444983,2.758292518407658,0
6054,2011,0,43.758243248824535,7.337240902220347,0
6053,2011,0,44.03872444507949,6.799970957858291,0
60546,2011,1,49.18653990304151,2.7810142170028813,0
59641,2011,1,50.97707745548135,2.503313270558573,0
60554,2011,1,49.1065269014219,3.022410483453058,0
6048,2011,0,43.80929592964256,7.324245116198269,0
6052,2011,0,43.889212582792815,7.004487942848288,0
60513,2011,1,49.20336739421584,2.362143847544851,0
6050,2011,1,43.79155803487702,7.036226434711146,0
60499,2011,0,49.5715853896311,2.8284912794743797,0
60494,2011,1,49.11136215743413,2.577677460259489,0
60489,2011,1,49.16567494636816,2.843206315475178,0
60488,2011,1,49.5562386805946,2.965702150958687,0
60516,2011,1,49.4107616918022,1.7784634390359342,0
60391,2011,1,49.251911057765966,2.367116808553459,0
60391,2011,1,49.251911057765966,2.367116808553459,1
6039,2011,0,43.79990982784079,7.294124231757013,0
60387,2011,0,49.57531958518338,1.9576501987936927,0
60270,2011,1,49.611651746481456,2.995499593737817,0
6027,2011,0,43.67151620779006,7.15275703379147,0
60264,2011,0,49.38134740085557,2.083605843225945,0
6026,2011,1,43.6599560638416,6.878255098141755,0
60258,2011,0,49.62285614216129,2.8091007016731853,0
60254,2011,0,49.44712560657034,2.667339238563284,0
60273,2011,0,49.4737037715328,2.824767122424076,0
60273,2011,0,49.4737037715328,2.824767122424076,1
60253,2011,0,49.589856613708754,2.148673754967975,0
60239,2011,0,49.24561514248023,1.966843073390376,0
60229,2011,1,49.372291511112586,2.696917266099472,0
6022,2011,0,43.82543997962536,7.125538728132312,0
6021,2011,0,43.8622934824334,7.182787097897807,0
60206,2011,0,49.531790170151616,2.828858305550794,0
6020,2011,0,43.99514531939131,7.371843754263892,0
6025,2011,0,43.81478220862541,7.159076339217637,0
60273,2011,0,49.4737037715328,2.824767122424076,0
60273,2011,0,49.4737037715328,2.824767122424076,1
60282,2011,1,49.18958162667226,2.420263249894678,0
60284,2011,0,49.376248816507584,2.6594054356805543,0
6038,2011,1,43.66563457653074,6.97914059290042,0
60378,2011,0,49.50332680180926,2.824577647231336,0
60377,2011,0,49.58974350768517,2.218974514994087,0
60353,2011,1,49.67999863767645,2.100798702891988,0
60350,2011,0,49.59999415706501,2.843620903354422,0
6035,2011,1,43.82205666091843,7.498915711446175,0
60346,2011,1,49.1602771773018,2.419724194056742,0
6034,2011,0,43.79211089126383,7.227741330698218,0
60330,2011,1,49.287058167002535,2.152386340074228,0
6033,2011,0,43.785039059167126,7.184141599037404,0
60325,2011,0,49.39590684704038,2.766787623506712,0
6031,2011,0,43.77120309985372,7.313168927283133,0
6030,2011,1,43.57297686128664,7.00642057757929,0
6029,2011,1,43.5526202842696,7.004275927284787,0
60286,2011,1,49.66601635700697,1.9349239260987887,0
60194,2011,1,49.69919051530837,1.980936168560652,0
59639,2011,1,50.30794209928168,3.65866407405336,0
59401,2011,1,50.74790051214674,2.676348848393614,0
59634,2011,1,50.72784570825043,2.482493975225408,0
59444,2011,0,50.44817337783238,3.539403222335536,0
59439,2011,1,50.16162118017065,3.795287104519039,0
59436,2011,1,50.79451016005025,2.367415936894932,0
59435,2011,0,50.50121761118162,3.239125451254601,0
59433,2011,1,50.79491442220699,2.279906455972522,0
59433,2011,1,50.79491442220699,2.279906455972522,1
59433,2011,1,50.79491442220699,2.279906455972522,0
59433,2011,1,50.79491442220699,2.279906455972522,1
59446,2011,1,50.35223086714343,3.432817388142714,0
59432,2011,1,50.141625396331605,3.256137080206407,0
59428,2011,1,50.187698093932816,3.219181850687907,0
59427,2011,0,50.49689630311456,3.053589748948,0
59426,2011,1,50.75331623929743,3.15977251104299,0
59424,2011,0,50.26536639741389,3.909412111975073,0
59423,2011,1,50.66523284047905,2.665243769564411,0
59421,2011,1,50.704101634782894,3.135932150657349,0
59431,2011,1,50.69929875313193,2.8324731008476363,0
59420,2011,0,50.09178645430359,4.195989714280017,0
59447,2011,0,50.3867147722597,3.5966840108334903,0
59449,2011,0,50.46844910367653,3.238906853508943,0
59470,2011,1,50.66078636927588,2.9485483767979237,0
59469,2011,1,50.73405174293477,2.6026922409597297,0
59467,2011,1,50.23176003891086,3.845126121506099,0
59463,2011,0,50.92990794289315,2.340100901907637,0
59461,2011,1,50.1023567531719,3.826079365335119,0
59459,2011,1,50.374776009596246,3.475941795764994,0
59448,2011,1,50.92974988368741,2.5893345029862957,0
59457,2011,1,50.67008136869645,2.9686739618256253,0
59455,2011,1,50.24873768517554,3.2635589002204397,0
59454,2011,1,50.7807301541537,2.469920656502685,0
59453,2011,1,50.839999911633264,2.510322901216686,0
59453,2011,1,50.839999911633264,2.510322901216686,1
59453,2011,1,50.839999911633264,2.510322901216686,0
59453,2011,1,50.839999911633264,2.510322901216686,1
59452,2011,0,50.45712558589552,3.032697130923648,0
59451,2011,1,50.27185705829063,3.632937091015693,0
59456,2011,0,50.37635025035087,3.218676275133075,0
59473,2011,1,50.28861073236647,3.699107740877193,0
59419,2011,0,50.51686019931669,3.286291851232898,0
59413,2011,1,50.09109705952269,3.414296567625271,0
59382,2011,1,50.04508611324094,3.420388712123475,0
59377,2011,0,50.11447498529635,3.17343200113247,0
59375,2011,0,50.41428028398384,3.263622168047227,0
59371,2011,0,50.61826934888104,2.877546367685427,0
59366,2011,1,50.71860124409034,2.434650799936401,0
59365,2011,0,50.25778669035712,3.953876434110022,0
59384,2011,1,50.13192691887578,3.758149012823604,0
59364,2011,0,50.55672554673833,3.18952793320898,0
59359,2011,0,51.00121446136226,2.223048024322827,0
59352,2011,1,50.73613501709757,3.074478600400727,0
60562,2011,1,49.35675362223657,2.554992099971076,0
59358,2011,0,50.91274137400421,2.275167898102931,0
59354,2011,1,50.35372530989031,3.1722796205818,0
59357,2011,1,50.29613579774389,3.871020483161788,0
59363,2011,1,50.21659030967975,3.640081910689328,0
59416,2011,1,50.67689342861573,2.536216144331492,0
59385,2011,0,50.29135621568861,4.076377057985848,0
59389,2011,0,50.10465924702886,3.202087728768457,0
59411,2011,0,50.48196443518909,3.10317921728396,0
59410,2011,1,50.64324786990396,3.108767787798115,0
59408,2011,0,50.45656630201076,3.088006705375401,0
59404,2011,1,51.02409654724657,2.547368948404926,0
59402,2011,1,50.85592109576163,2.251207703285819,0
59402,2011,1,50.85592109576163,2.251207703285819,0
59402,2011,1,50.85592109576163,2.251207703285819,1
59402,2011,1,50.85592109576163,2.251207703285819,0
59402,2011,1,50.85592109576163,2.251207703285819,0
59402,2011,1,50.85592109576163,2.251207703285819,1
59388,2011,1,50.55079251215941,2.868158334518876,0
59402,2011,1,50.85592109576163,2.251207703285819,0
59402,2011,1,50.85592109576163,2.251207703285819,0
59402,2011,1,50.85592109576163,2.251207703285819,1
59399,2011,1,50.717843596088926,2.657277061302724,0
59399,2011,1,50.717843596088926,2.657277061302724,1
59399,2011,1,50.717843596088926,2.657277061302724,0
59399,2011,1,50.717843596088926,2.657277061302724,1
59398,2011,0,50.50692051609767,3.121724464572836,0
59397,2011,1,50.86993960083152,2.277834547059718,0
59392,2011,0,50.28363071897979,3.963280530369614,0
59391,2011,1,50.30640121555519,3.297925897613011,0
59400,2011,1,50.64492938885831,2.635826534224016,0
59474,2011,1,50.07791099862961,3.759223958063815,0
59474,2011,1,50.07791099862961,3.759223958063815,1
59474,2011,1,50.07791099862961,3.759223958063815,0
59474,2011,1,50.07791099862961,3.759223958063815,1
59475,2011,1,50.32411352327614,3.457290017270413,0
59581,2011,1,50.68641760072355,2.769337145161539,0
59581,2011,1,50.68641760072355,2.769337145161539,1
59581,2011,1,50.68641760072355,2.769337145161539,0
59581,2011,1,50.68641760072355,2.769337145161539,1
59580,2011,1,50.8214340621555,2.5855664246881918,0
59580,2011,1,50.8214340621555,2.5855664246881918,1
59580,2011,1,50.8214340621555,2.5855664246881918,0
59580,2011,1,50.8214340621555,2.5855664246881918,1
59579,2011,0,50.95319399114391,2.37222398651448,0
59578,2011,1,50.677438878282274,2.488122391922538,0
59582,2011,1,50.72371366930975,2.6197185895897173,0
59577,2011,1,50.75225938190649,2.448706701662573,0
59574,2011,1,50.35980096869509,3.2751970416127563,0
59570,2011,1,50.93586553025823,2.424177433964829,0
59568,2011,1,50.70835276224265,2.451936573830937,0
59567,2011,1,50.12661321293773,3.277255493477772,0
59566,2011,0,50.624818848563365,2.982543007809939,0
59562,2011,0,50.10498391695789,3.988542386837421,0
59576,2011,0,50.97514057859027,2.3136005884423723,0
59560,2011,0,50.54629140665377,3.034404103678102,0
59586,2011,0,50.53275346022322,3.173442142331923,0
59588,2011,1,51.01586526777032,2.452783681332757,0
59632,2011,0,50.38084611817616,3.393136107012289,0
59631,2011,0,50.07334477988562,3.339003821425461,0
59630,2011,0,50.48372576489161,3.030287582059605,0
59628,2011,1,50.83993368804211,2.298750133527703,0
59618,2011,0,50.32136113972847,4.046368885901738,0
59615,2011,1,50.69325047153666,2.620689171245511,0
59615,2011,1,50.69325047153666,2.620689171245511,1
59587,2011,1,50.79763108270209,2.555186663540358,0
59615,2011,1,50.69325047153666,2.620689171245511,0
59615,2011,1,50.69325047153666,2.620689171245511,1
59605,2011,1,51.02397508318042,2.492468898368263,0
59600,2011,0,50.50416293514546,3.085060880862501,0
59599,2011,1,50.72544189022474,3.15882757215069,0
59597,2011,1,50.20109488248733,3.214295369742647,0
59592,2011,0,50.47292821717308,3.063600157769015,0
59590,2011,1,50.65090781955245,2.475777768868628,0
59606,2011,1,50.35886661632433,3.515676648187967,0
59557,2011,1,50.335080254961056,3.5800416758320037,0
59556,2011,1,50.17903848494397,3.798506876382765,0
59551,2011,0,50.47725455963169,3.33248163784263,0
59505,2011,1,50.368318797648286,3.6395390348729553,0
59504,2011,1,50.312722973303934,3.328134304680185,0
59499,2011,1,50.93531193587521,2.5449672617821752,0
59497,2011,1,50.73573770945859,2.378354270662696,0
59494,2011,1,50.2067851455212,3.656011477599003,0
59493,2011,0,50.11642510733054,4.034013636011135,0
59506,2011,1,50.19728630680798,3.543054843383153,0
59491,2011,0,50.41008931696744,3.4890931877353597,0
59489,2011,0,50.4363550077962,3.102773526284212,0
59488,2011,1,50.188427414068215,3.178069145017051,0
59487,2011,1,50.62814040582696,2.898660582125072,0
59486,2011,0,50.4201328891644,3.136988518371098,0
59478,2011,1,50.93810931575639,2.460473877121345,0
59477,2011,0,50.51340800194111,2.911179658315038,0
59490,2011,0,50.07043329309728,3.997728593825313,0
59508,2011,1,50.74735069697769,3.118156061652588,0
59512,2011,1,50.6879774811494,3.182584346225392,0
59514,2011,0,50.27126170081089,3.999727234917308,0
59546,2011,1,50.77570553055297,2.550120811812853,0
59544,2011,0,50.375017247496416,3.566424189123982,0
59541,2011,1,50.19351531971455,3.47506674367805,0
59538,2011,1,50.81264130424836,2.241356573994028,0
59536,2011,1,50.78020800595248,2.515896365505485,0
59535,2011,1,50.76842419877159,2.721848215959795,0
59535,2011,1,50.76842419877159,2.721848215959795,1
59535,2011,1,50.76842419877159,2.721848215959795,0
59535,2011,1,50.76842419877159,2.721848215959795,1
59527,2011,1,50.65976929691868,3.04609387889314,0
59525,2011,0,50.08547941460691,4.032230704187247,0
59524,2011,0,50.55833598724371,2.897402552008564,0
59521,2011,1,50.19927602363782,3.179335076144514,0
59521,2011,1,50.19927602363782,3.179335076144514,1
59521,2011,1,50.19927602363782,3.179335076144514,0
59521,2011,1,50.19927602363782,3.179335076144514,1
59519,2011,0,50.49242821633927,3.3525584032072877,0
59516,2011,1,50.83319823206369,2.362525958576203,0
59516,2011,1,50.83319823206369,2.362525958576203,1
59516,2011,1,50.83319823206369,2.362525958576203,0
59516,2011,1,50.83319823206369,2.362525958576203,1
59638,2011,0,50.57097547445655,3.270074986687827,0
6057,2011,0,43.83397176741253,7.365658041426307,0
62324,2011,1,50.36021966505877,2.826811033361553,0
60575,2011,1,49.28899317144549,2.198084212622026,0
62167,2011,0,50.77052514216024,1.825491041152521,0
62165,2011,0,50.698274703026144,1.846046165765674,0
62164,2011,1,50.18052574801012,3.120774141917979,0
62160,2011,0,50.72713326631191,1.607563348017062,0
62145,2011,1,50.27392964307715,2.94252395945675,0
62139,2011,1,50.715994434568735,2.275363014480388,0
62170,2011,1,50.423068552484025,2.673099877653378,0
62132,2011,1,50.519624876359615,2.866748968841839,0
62120,2011,1,50.44210755691618,2.5078421899053502,0
62119,2011,1,50.528892258395096,2.642423793417021,0
62115,2011,1,50.264158064488726,2.673370347126986,0
62105,2011,0,50.74739119136908,1.766156168764423,0
62104,2011,0,50.73267424543315,1.777715841620193,0
62099,2011,1,50.25807849649195,2.789885641354503,0
62126,2011,1,50.53283994622847,2.691769856742954,0
62097,2011,1,50.24556537136895,2.658873376033516,0
62174,2011,1,50.84764475650622,1.955614931000421,0
62179,2011,1,50.71494782536008,1.887703403653616,0
62215,2011,0,50.48951859593048,2.9485806293698573,0
62214,2011,0,50.65482130119724,1.711121870759711,0
62213,2011,1,50.37864227936302,2.700027160899754,0
62205,2011,1,50.71361400494317,2.333497668841312,0
62201,2011,0,50.56411870270197,1.612761796116356,0
62200,2011,1,50.51160473770869,2.736591798754077,0
62178,2011,1,50.4903167838954,2.5520533802802623,0
62198,2011,1,50.379606323948806,2.610542545068069,0
62196,2011,0,50.47894645130794,1.717721969725002,0
62195,2011,1,50.61355218232982,2.608959625023835,0
62194,2011,1,50.48984160841133,2.485344761980795,0
62193,2011,0,50.95020727540423,1.875755661318801,0
62190,2011,1,50.588902263951,2.513867870517415,0
62188,2011,1,50.53208226179273,2.4623113541647053,0
62197,2011,1,50.47702555964659,2.450562844570942,0
62218,2011,1,50.394373006552215,2.572091687670832,0
62088,2011,1,50.7048864835384,2.075773873260741,0
62086,2011,1,50.22355009412596,2.564198036301358,0
62022,2011,0,50.72139790470749,1.81018390431576,0
62019,2011,1,50.42124240849888,2.7126396870438843,0
62014,2011,1,50.64416411152024,2.395332679458821,0
62008,2011,1,50.72938731979153,2.076887489858302,0
62004,2011,1,50.27228312804875,2.756146342714149,0
62003,2011,0,50.384380304722825,2.882039154820203,0
62025,2011,0,50.81158996356083,1.621088486256609,0
62001,2011,1,50.3965609083854,2.697251633440468,0
6159,2011,0,43.71221531207415,7.322254105326226,0
6157,2011,1,43.738464064086,7.1019443608722455,0
6155,2011,1,43.57664729991076,7.058366128929628,0
6154,2011,0,43.794204446551845,6.710035686388777,0
6152,2011,1,43.62828832500677,7.029544766955554,0
6151,2011,0,43.92731814110681,7.23864462941352,0
6161,2011,1,43.64925607342062,7.107284348733029,0
62087,2011,1,50.8060919083234,2.115816141671254,0
62032,2011,1,50.409585713294064,2.7512392318694303,0
62038,2011,0,50.87687535022216,1.983982342842463,0
62085,2011,1,50.22897273972944,2.647408003160691,0
62083,2011,1,50.45654239989115,2.61390140725974,0
62078,2011,1,50.8613731954821,1.940351986027769,0
62075,2011,0,50.70144212989978,1.7128931088201091,0
62068,2011,1,50.169922230484985,2.732632826731249,0
62067,2011,1,50.63200232787421,2.145476098451249,0
62034,2011,1,50.50328879534181,2.719581592876697,0
62065,2011,1,50.40390076454055,2.826587792449555,0
62057,2011,0,50.8846450981935,2.081569319464219,0
62052,2011,0,50.85890042554267,1.690836588291635,0
62045,2011,1,50.34827675592485,2.586507206487347,0
62043,2011,0,50.89958732537194,1.936995458693847,0
62040,2011,1,50.74022162546102,2.319027947832157,0
62039,2011,1,50.364366404219695,2.869612890408826,0
62063,2011,1,50.27167894799541,2.528587025192908,0
61508,2011,1,48.92446210736022,0.200660290145731,0
62225,2011,1,50.76915575778949,2.34273928670714,0
62225,2011,1,50.76915575778949,2.34273928670714,0
62225,2011,1,50.76915575778949,2.34273928670714,1
62225,2011,1,50.76915575778949,2.34273928670714,0
62225,2011,1,50.76915575778949,2.34273928670714,0
62225,2011,1,50.76915575778949,2.34273928670714,1
62456,2011,1,50.47917055587007,2.619070919854456,0
62454,2011,1,50.5707161284565,2.629425637622152,0
62452,2011,1,50.695747407817166,2.293919880570462,0
62448,2011,0,50.66876088652376,1.6879532760150422,0
62447,2011,0,50.373756103054,2.038132374439617,0
62443,2011,1,50.44554684288085,2.6423577150271877,0
62457,2011,1,50.45481783754953,2.536643036793922,0
62429,2011,0,50.72587401363528,1.845839975206094,0
62419,2011,1,50.73792627032866,1.9634057206060471,0
62412,2011,0,50.796852813678754,1.828123347814029,0
62408,2011,0,50.88437971914527,1.848523178495425,0
62407,2011,1,50.59165607679353,2.452623809096967,0
62402,2011,0,50.60417448190258,1.6826182468201911,0
62401,2011,1,50.50096578602247,2.797022547594659,0
62423,2011,1,50.69170279030247,2.250155854263705,0
62400,2011,1,50.47589575114863,2.579333830240714,0
62458,2011,1,50.79699363266321,2.164847256905481,0
62474,2011,0,50.68229629907668,1.656343563934483,0
62524,2011,0,50.65454226776934,1.807940523925662,0
62524,2011,0,50.65454226776934,1.807940523925662,1
62520,2011,1,50.57014351501186,2.667017209652499,0
59350,2011,1,50.63171831677816,3.047832723120824,0
62524,2011,0,50.65454226776934,1.807940523925662,0
62524,2011,0,50.65454226776934,1.807940523925662,1
62516,2011,1,50.56143796124172,2.481974990205981,0
62503,2011,0,50.85372367503495,1.732683377881437,0
62473,2011,1,50.616301072340825,2.455663478308269,0
62502,2011,1,50.611903282215685,2.6781346301017983,0
62497,2011,0,50.43941106416323,3.058590089263983,0
62491,2011,1,50.6122806488159,2.783612286144582,0
62489,2011,1,50.51914312742649,2.532075805588585,0
62488,2011,1,50.81614011697424,1.966825950627161,0
62480,2011,1,50.49337126627029,2.683454291845091,0
62477,2011,1,50.31470140814688,2.5315689989551373,0
62498,2011,1,50.43742641482322,2.821058512586635,0
62225,2011,1,50.76915575778949,2.34273928670714,0
62225,2011,1,50.76915575778949,2.34273928670714,0
62225,2011,1,50.76915575778949,2.34273928670714,1
62397,2011,0,50.85822563623783,1.8705793118514225,0
62391,2011,1,50.60717377546232,2.489348249931442,0
62268,2011,0,50.674934462744055,1.828793543480724,0
62265,2011,0,50.62231366590607,2.217519466220456,0
62264,2011,0,50.59277588458972,1.605491657287828,0
62262,2011,1,50.51921062665072,2.74651659216123,0
62255,2011,0,50.70070921567038,1.788966977880254,0
62252,2011,1,50.57863726512955,2.69951640297469,0
62270,2011,1,50.46975992954948,2.504652770705091,0
62249,2011,0,50.41477153189966,3.014971812192536,0
62239,2011,0,50.92961254502181,1.8141163061260888,0
62237,2011,0,50.74413210205629,1.729749423821427,0
62235,2011,0,50.64992725371653,1.639462144317783,0
62232,2011,1,50.425952740706414,2.499817518160089,0
62230,2011,0,50.74984951120462,1.827282115563051,0
62229,2011,1,50.65334157829633,2.182098130782426,0
62240,2011,1,50.33512612317448,3.047761885401943,0
62393,2011,0,50.91775329507276,1.9973029404732432,0
62274,2011,0,50.43938892377182,2.9872683809249843,0
62281,2011,0,50.70133129922068,1.654831739673694,0
62383,2011,1,50.31451242361142,3.058269047171948,0
62376,2011,1,50.564513827403815,2.567494704774481,0
62371,2011,1,50.39251662615644,2.7778274894741983,0
62349,2011,1,50.5207754924989,2.598906884886497,0
62338,2011,1,50.638488838730055,2.830664874980239,0
62330,2011,1,50.54465815164439,2.736538552096346,0
62278,2011,1,50.48922704170881,2.6327721720525723,0
62329,2011,0,50.82885652046395,1.7680736791025402,0
62318,2011,0,50.523581678466506,1.651999855042224,0
62310,2011,1,50.54831229685932,2.661910486351203,0
62308,2011,1,50.72369256326088,1.93553476901416,0
62308,2011,1,50.72369256326088,1.93553476901416,1
62308,2011,1,50.72369256326088,1.93553476901416,0
62308,2011,1,50.72369256326088,1.93553476901416,1
62297,2011,1,50.81839148187815,2.1606936695103,0
62288,2011,1,50.67510111145843,2.289097613134848,0
62327,2011,0,50.53339898245434,2.303042748481024,0
61503,2011,0,48.64978386925518,-0.151446966065256,0
6150,2011,1,43.745141902420414,7.397918117117141,0
61497,2011,1,48.46486373974218,0.1105620267009,0
61017,2011,0,48.70493547618939,0.329371823678175,0
6101,2011,0,43.99293328864833,6.975050834133047,0
61008,2011,1,48.73185778779744,0.5456280900725751,0
61006,2011,1,48.732188091863776,-0.013232259053479,0
61001,2011,1,48.43181930818435,0.091540691610717,0
6100,2011,0,43.88312974347296,7.167782770981005,0
61029,2011,1,48.55107393992152,0.470361328465519,0
6099,2011,0,43.95216492189856,6.906093114349773,0
6095,2011,1,43.63052945435101,6.881665208843048,0
6093,2011,0,43.924686170558935,6.942224049569944,0
6092,2011,0,43.77273528978546,7.371479707296451,0
6091,2011,1,43.80646482928027,7.411110167409481,0
6090,2011,1,43.58655531557578,6.922248379427161,0
6089,2011,1,43.65756107193463,7.008608641576608,0
6097,2011,0,43.885191278870366,7.071008137102551,0
6088,2011,0,43.71199926605122,7.238268894646683,0
61037,2011,1,48.41769748350773,0.490691078996765,0
61041,2011,1,48.26409876872648,0.5532174642901061,0
6112,2011,1,43.679561277907766,7.009625536149403,0
61118,2011,1,48.46001227993733,0.642647219775423,0
61117,2011,1,48.43398880355839,0.033505963995083,0
61116,2011,1,48.379352912188125,0.8647066103385801,0
61097,2011,1,48.48543127248134,0.6595629332838461,0
6109,2011,0,43.83327355661595,7.204662433053807,0
6104,2011,1,43.76382789534387,7.458736161100452,0
61088,2011,0,48.72613147362602,0.325245165596816,0
61079,2011,1,48.22499650553239,0.7585138832307521,0
61079,2011,1,48.22499650553239,0.7585138832307521,1
61079,2011,1,48.22499650553239,0.7585138832307521,0
61079,2011,1,48.22499650553239,0.7585138832307521,1
61061,2011,1,48.435844709321046,0.9007004834440601,0
6106,2011,1,43.86779061956092,7.024136116552833,0
61050,2011,1,48.4641441250061,0.730036118715487,0
6105,2011,1,43.67417325351022,7.053012727295435,0
6108,2011,1,43.58490924560751,6.950497948236381,0
61125,2011,1,48.39920958993071,0.91112003876606,0
6085,2011,1,43.59614105564384,7.001294449188538,0
6083,2011,1,43.790823372744086,7.493656123744243,0
60642,2011,1,49.49079735339623,3.013943763686026,0
6064,2011,0,43.76521954228296,7.168774681838585,0
60617,2011,1,49.616877277680246,2.9532366687192573,0
6060,2011,0,43.75253658395502,7.265545369574103,0
60599,2011,0,49.6940947082165,1.824431042224805,0
60597,2011,1,49.32852047805368,2.806163737854547,0
60644,2011,0,49.28680189785041,1.813926814074224,0
60594,2011,1,49.52015632682524,1.747903915798765,0
6059,2011,0,43.72892601983633,7.360571884134457,0
